130 5000-000.bmp,5002,0,23,8,"1	;clone of 130"
130 5000-000.bmp,5010,0,35,104,"1	;clone of 130"
130 5000-000.bmp,5011,0,32,51,"1	;clone of 130"
135 5020-000.bmp,5020,0,23,79,1
135 5020-000.bmp,5020,10,23,79,"1	;clone of 135"
135 5020-000.bmp,5020,20,23,79,"1	;clone of 135"
138 5030-000.bmp,5030,0,33,99,1
138 5030-000.bmp,5030,10,50,123,"1	;clone of 138"
140 5030-020.bmp,5030,20,61,70,1
140 5030-020.bmp,5030,30,60,66,"1	;clone of 140"
138 5030-000.bmp,5031,0,26,53,"1	;clone of 138"
138 5030-000.bmp,5031,10,27,59,"1	;clone of 138"
140 5030-020.bmp,5031,20,49,26,"1	;clone of 140"
140 5030-020.bmp,5031,30,48,29,"1	;clone of 140"
138 5030-000.bmp,5032,0,14,11,"1	;clone of 138"
138 5030-000.bmp,5032,10,16,10,"1	;clone of 138"
140 5030-020.bmp,5032,20,6,29,"1	;clone of 140"
140 5030-020.bmp,5032,30,10,31,"1	;clone of 140"
150 5040-000.bmp,5040,0,54,51,1
140 5030-020.bmp,5040,10,59,41,"1	;clone of 140"
150 5040-000.bmp,5040,20,55,43,"1	;clone of 150"
